id,type,title,authors,abstract,url,location,booth,group
PO1251,Poster,A Location-Triggered Augmented Reality Walking Tour Using Snap Spectacles 2021,AadilMehdi Sanchawala: Columbia University&#59; Mara Dimofte: Columbia University&#59; Steven Feiner: Columbia University,"We present an on-site 3D-animated audiovisual tour guide augmented reality application developed for Snap Spectacles 2021. The primary goal of this project is to explore how to use this experimental product to create an augmented reality tour guide. In addition, we present the design considerations for the user interface and the underlying system architecture. We illustrate the workflow of the tour application and discuss our experience working with Spectacles 2021 and its experimental API. We also present our design choices and directions for future work.",https://youtu.be/1-baRouqURk,Expo Hall C,E27,C
PO1252,Poster,User-Defined Interaction Using Everyday Objects for Augmented Reality First Person Action Games,Mac Greenslade: University of Canterbury&#59; Adrian James Clark: University of Canterbury&#59; Stephan Lukosch: University of Canterbury,"In this paper, we present an elicitation study to explore how people use everyday objects for augmented reality first person games. 24 participants were asked to select items from a range of everyday objects to use as controllers for three different classes of virtual object. Participants completed tasks using their selected items and rated the experience using the Augmented Reality Immersion (ARI) questionnaire. Results indicate no strong consensus linking any specific everyday object to any virtual object across our testing population. Based on these findings, we recommend developers provide the ability for users to choose the everyday objects they prefer.",https://youtu.be/szgK1-omCeM,Expo Hall A,E24,A
PO1254,Poster,Proposing the RecursiVerse Overlay Application for the MetaVerse,Lorenzo Donatiello: University of Bologna&#59; Gustavo Marfia: University of Bologna,"In a still uncertain future for the MetaVerse, we dare to envision one of its possible future developments, the RecursiVerse. The RecursiVerse is an overlay application that may be built upon the MetaVerse, amounting to symmetrical virtual-real space where a human being may rely on human digital twins which may move, operate and recursively replicate to collaboratively perform multiple tasks. The RecursiVerse may hence extend what will eventually be possible thanks to the MetaVerse, providing a service to a society that poses increasing cognitive and perceptual challenges due to growing work-life imbalances and increasing cognitive loads.",https://www.youtube.com/watch?v=W96qFXljEBg&list=PL9DFRaAYy0LCb964qGPmndEr3QYqvSofk&index=4,Expo Hall B,D42,B
PO1256,Poster,AmbientTransfer: Presence Enhancement by Converting Video Ambient to Users' Somatosensory Feedback,"Xunshi Li: School of Computer Science and Engineering, Beijing Technology and Business University&#59; Xiaoming Chen: Beijing Technology and Business University&#59; Yuk Ying Chung: The University of Sydney&#59; Qiang Qu: The University of Sydney","Haptic feedback can improve users' presence when watching immersive videos. In this work, we present our &quot;AmbientTransfer&quot; framework for demonstrating how to &quot;embed&quot; users in the video ambient with somatosensory feedback. Particularly, AmbientTransfer can obtain and convert video ambient factors, e.g., rain intensities, into dynamic haptic feedback by slight electrostimulation in various levels. Then AmbientTransfer maps various levels of haptic feedback to different body parts of users wearing the emerging electrostimulation suit. Preliminary experimental results show that AmbientTransfer can considerably enhance the users' presence. We believe that AmbientTransfer is worth of further exploration for exploiting its full potentials.",https://www.youtube.com/watch?v=xSy7YdeFN6o,Expo Hall A,E27,A
PO1257,Poster,Comparing Physiological and Emotional Effects of Happy and Sad Virtual Environments Experienced in Video and Virtual Reality,Yuankun Zhu: University of Queensland&#59; Arindam Dey: University of Queensland,"Virtual Reality (VR) could give users a more immersive experience than other non-immersive mediums. In this study, we explored differences in emotional and physiological effects between videos and VR using two different sets of contents to evoke happy and sad emotions. In this within-subjects controlled experiment we collected real-time heart rate and positive and negative affect schedule (PANAS) to measure physiological and emotional effects. Our results showed that VR triggers stronger emotions and higher heart rate than videos.",https://www.youtube.com/watch?v=s8TwrhjWBmk,Expo Hall A,E26,A
PO1259,Poster,Toward Understanding the Effects of Visual and Tactile Stimuli to Reduce the Sensation of Movement with XR Mobility Platform,Taishi Sawabe: Nara Institute of Science and Technology&#59; Masayuki Kanbara: Nara Institute of Science and Technology&#59; Yuichiro Fujimoto: Nara Institute of Science and Technology&#59; Hirokazu Kato: Nara Institute of Science and Technology,This paper investigates a reduction method for passenger's movement sensation with the XR mobility platform mounted on an autonomous vehicle to improve passenger comfort during auto-driving. We investigate a reduction method that controls passenger's sense of movement by controlling visual and tactile perception using a multimodal XR mobility platform which consists of an immersive display and a motion platform with a tilting seat. The result of 30 subjects shows the sense of movement perceived by the passenger was reduced significantly when both visual acceleration and tactile acceleration control method was activated inside a moving autonomous vehicle.,https://youtu.be/nPjwXP84bmQ,Expo Hall A,E25,A
PO1263,Poster,Augmented Reality In-Field Observation Creation and Visualization in Underperforming Areas,Mengya Zheng: University College Dublin&#59; Nestor Velasco Bermeo: University College Dublin&#59; Abraham G. Campbell: University College Dublin,"To precisely diagnose and address farming issues that led to crop yield underperformance, agronomists need to conduct field trips at the targeted underperforming areas and record the observed issues to support crop treatment decisions. Traditional field data visualization tools may not provide intuitive visualizations to support field trip investigations at targeted underperforming areas. This paper presents an Augmented Reality (AR) in-field observation tool to navigate agronomists to annotate the observed issues at precisely targeted underperforming areas. These recorded observation AR annotations are then synchronized in a Web-based Interactive Multi-Layer Mapping Tool for a complete precision farming decision-making process.",https://youtu.be/9x0qwL9lPvs,Expo Hall B,D41,B
PO1264,Poster,Jamming in MR: Towards Real-Time Music Collaboration in Mixed Reality,Ruben Schlagowski: University of Augsburg&#59; Kunal Gupta: The University of Auckland&#59; Silvan Mertes: University of Augsburg&#59; Mark Billinghurst: University of Auckland&#59; Susanne Metzner: University of Augsburg&#59; Elisabeth Andr&eacute;: University of Augsburg,"Recent pandemic-related contact restrictions have made it difficult for musicians to meet in person to make music. As a result, there has been an increased demand for applications that enable remote and real-time music collaboration. One desirable goal here is to give musicians a sense of social presence, to make them feel that they are &quot;on site&quot; with their musical partners. We conducted a focus group study to investigate the impact of remote jamming on users' affect. Further, we gathered user requirements for a Mixed Reality system that enables real-time jamming and developed a prototype based on these findings.",https://youtu.be/4yoZ0RHB1p8,Expo Hall B,E23,B
PO1265,Poster,Creating 3D Personal Avatars with High Quality Facial Expressions for Telecommunication and Telepresence,Michal Joachimczak: NICT UCRI&#59; Juan Liu: NICT UCRI&#59; Hiroshi Ando: NICT UCRI,"This study aims at providing a low-cost solution for telepresence where people are reconstructed as 3D avatars using an ordinary webcam, while still exhibiting abundant facial information (such as micro-expressions) that are critical for face-to-face communication. We estimate the basic 3D shape and texture of the body from a set of video frames, and then subsequently update its body pose, facial expression, and facial texture in each frame. Our method is expected to reduce the entry barrier of VR systems and create an embodied telecommunication that conveys rich information and subtle emotional changes to deepen mutual understanding at a distance.",https://youtu.be/fN5D6lwXfLc,Expo Hall A,E32,A
PO1266,Poster,Video2Force: Experiencing Object Motion in Video with Dynamic Force Feedback based on Bio-Inspired Sensing and Processing,"Guangxin Zhao: School of Computer Science and Engineering, Beijing Technology and Business University&#59; Zhaobo Wang: The University of Sydney&#59; Xiaoming Chen: Beijing Technology and Business University&#59; Zhicheng Lu: The University of Sydney&#59; Yuk Ying Chung: The University of Sydney&#59; Haisheng LI: Beijing Technology and Business University","In this work, we propose Video2Force, a framework that can estimate the video object motion and its resulting &quot;force&quot; by leveraging the emerging bio-inspired vision sensors for low-complexity and low-latency visual information processing. While the user watches video, the estimated force is &quot;delivered&quot; to the user's sensation with dynamic force feedback via emerging haptic gloves, synchronized with the video content. Consequently, the user is enabled to experience the &quot;virtual existence&quot; of the video object and its motion. Preliminary experimental results demonstrate that Video2Force is feasible and can enhance the users' presence in video experience.",https://www.youtube.com/watch?v=fYy3WRRLCHA,Expo Hall C,E28,C
PO1267,Poster,Effects of the Level of Detail on the Recognition of City Landmarks in Virtual Environments,Achref Doula: TU Darmstadt&#59; Philipp Kaufmann: TU Darmstadt&#59; Alejandro Sanchez Guinea: TU Darmstadt&#59; Max M&uuml;hlh&auml;user: TU Darmstadt,"The reconstruction of city landmarks is central to creating recognizable virtual environments representing real cities. Despite the recent advances, it is still not clear what level of detail (LOD) to adopt when reconstructing those landmarks for their correct recognition, and if particular architectural styles represent specific challenges in this respect. In this paper, we investigate the effect of LOD on landmark recognition, generally, and on some architectural styles, specifically. The results of our user study show that higher LOD lead to a better landmark identification. Particularly, Neoclassical-style buildings need more details to be individually distinguished from similar ones.",https://youtu.be/OZIaR3Ha4fM,Expo Hall B,E22,B
PO1268,Poster,Facial emotion recognition analysis using deep learning through RGB-D imagery of VR participants through partially occluded facial types,Ian Mills: Walton Institute for Information and Communication Systems Science&#59; Frances cleary: Walton Institute for Information and Communication Systems Science,"This research poster outlines the initial development of a facial emotion recognition (FER) evaluation system based on RGB-D imagery captured via a mobile based device. The study outlined features control group of non-occluded facial types and a set of participants wearing a head mounted display (HMD) in order to demonstrate an occluded facial type. We explore an architecture to develop a FER system that is suitable for occluded facial analysis. The paper details the methodology, experimental design and future work to be carried out to deliver such a system.",https://youtu.be/8aUmRQV0QH8,Expo Hall B,E21,B
PO1272,Poster,Immersive Visualization of Sneeze Simulation Data on Mobile Devices,Liangding Li: University of Central Florida&#59; Douglas Fontes: University of Central Florida&#59; Carsten Neumann: University of Central Florida&#59; Dirk Reiners: University of Central Florida&#59; Carolina Cruz-Neira: University of Central Florida&#59; Michael Kinzel: University of Central Florida,"One key factor in stopping the spread of COVID-19 is practicing social distancing. Visualizing possible sneeze droplets' transmission routes in front of an infected person might be an effective way to help people understand the importance of social distancing. This paper presents a mobile virtual reality (VR) interface that helps people visualize droplet dispersion from the target person's view. We implemented a VR application to visualize and interact with the sneeze simulation data immersively. Our application provides an easy way to communicate the correlation between social distance and infected droplets exposure, which is difficult to achieve in the real world.",https://www.youtube.com/watch?v=X18fi9krrBg&list=PLZtzOwu_ts4gnc-wixx1a_FRC8x8YcehP,Expo Hall C,E33,C
PO1273,Poster,Irish Sign Language in a Virtual Reality Environment,Ryan McCloskey: Walton Institute for Information and Communication Systems Science,"This paper describes a study whereby groups of users are tasked with learning Irish Sign Language (ISL) gestures in distinct environments and performing a comparison of outcomes to determine the general effectiveness of each method. One groups of users are tasked with learning via traditional tuition methods, and the second groups is placed in a virtual reality environment with a custom training module for teaching ISL gestures. This paper discusses such a study and details the processes, motivations and potential future work.",https://youtu.be/zTb1iuJt-5w,Expo Hall B,E27,B
PO1274,Poster,A validation study to trigger nicotine craving in virtual reality,Chun-Jou Yu: Goldsmiths&#59; Aitor Rovira: Oxford Health NHS Foundation Trust&#59; Xueni Pan: Goldsmiths&#59; Daniel Freeman: University of Oxford,"We built a virtual beer garden that contained various smoking cues (both verbal and non-verbal) using a motion capture system to record the realistic smoking behaviour related animations. Our 3-min long VR experience was optimized for Oculus Quest 2 with the hand tracking function enabled. We conducted a pilot study with 13 non-treatment-seeking nicotine-dependent cigarette smokers. The preliminary results indicate that this VR experience led to high levels of presence, and that there is a significant increase of nicotine craving - but only for those who reported a high level of immersion.",https://www.youtube.com/watch?v=7BhQdzFND8s&ab_channel=celinethesavage,Expo Hall B,E28,B
PO1280,Poster,X-Ray Device Positioning with Augmented Reality Visual Feedback,Kartikay Tehlan: Technical University of Munich&#59; Alexander Winkler: Technical University of Munich&#59; Daniel Roth: Human-Centered Computing and Extended Reality&#59; Nassir Navab: Technische Universit&auml;t M&uuml;nchen,"In minimally invasive surgeries one common way to verify progress is the use of an intraoperative X-ray device (due to its characteristic shape called a C-arm). Its control, however, remains challenging owing to its complex movements. We propose the use of an Augmented Reality Head-Mounted Display (AR-HMD) to let the surgeon choose a desired X-ray view interventionally providing the corresponding C-arm configuration as visual feedback. The study participants' feedback, despite being critical of the HMD hardware limitations, suggests an inclination towards using AR for orthopaedic surgeries on especially complex or unusual anatomies.",https://youtu.be/jJ7q7rMvJFg,Expo Hall B,E32,B
PO1282,Poster,Towards Retargetable Animations for Industrial Augmented Reality,Reza Manuel Mirzaiee: University of Virginia&#59; Teodor I Vernica: Aarhus University&#59; Kurt Scheuringer: Lockheed Martin Corporation&#59; William Bernstein: Air Force Research Lab,"The adoption of Augmented Reality (AR) within manufacturing has surged. However, updating animations due to upstream changes or design variations is expensive. Currently, platform-agnostic standards for computer-aided design files do not adequately specify kinematic animations. Consequently, animations require manual, individual updates. We showcase a method for implementing geometry-independent AR assembly animations using skeletal armatures, a technique widely used in the entertainment industry. This technique allows upstream engineering changes to propagate through to the AR assembly visualization, leading to a more automated pipeline for handling animations in Industrial AR systems.",https://youtu.be/l4BYlPQqTWs,Expo Hall C,E32,C
PO1285,Poster,Synesthesia AR: Creating Sound-to-Color Synesthesia in Augmented Reality,Shashaank N: Columbia University&#59; Steven Feiner: Columbia University,"Sound-to-color synesthesia is a neurological condition where people experience different colors and shapes when listening to music. We present an augmented reality application that aims to create an interactive synesthesia experience for non-synesthetes. In this application, users can visualize colors corresponding to each unique note in the 12-tone equal-temperament tuning system, and the auditory input can be selected from audio files or real-time microphone. A gestural hand-tracking interface allows users to paint the world space in visualized synesthetic colors.",https://youtu.be/QbmLwAd2UOc ,Expo Hall C,E31,C
PO1286,Poster,HoloCMDS: Investigating Around Field of View Glanceable Commands Selection in AR-HMDs,Rajkumar Darbar: INRIA Bordeaux&#59; Arnaud Prouzeau: Inria&#59; Martin HACHET: Inria,"Augmented reality merges the real and virtual worlds seamlessly in real-time. However, we need contextual menus to manipulate virtual objects rendered in our physical space. Unfortunately, designing a menu for augmented reality head-mounted displays (AR-HMDs) is challenging because of their limited display field of view (FOV). In this paper, we propose HoloCMDS to support quick access of contextual commands in AR-HMDs and conduct an initial experiment to get users' feedback about this technique.",https://youtu.be/Ye-UDkTqNpo,Expo Hall B,E31,B
PO1290,Poster,Jitsi360: Using 360 Images for Live Tours,Alaeddin Nassani: University of Auckland&#59; Huidong Bai: The University of Auckland&#59; Mark Billinghurst: University of South Australia,"In this poster, we present a system for sharing immersive 360-degree images for live tours. While the sharing of prerecorded 360 video and images is becoming commonplace, there have been fewer systems presented that support live-sharing of 360 images. We customised a video conferencing platform to enable dozens of people to see the same 360-degree content together while having a live call. We describe our system and pilot user study results from using it for a virtual guided tour. Compared to sharing non 360-degree images on Zoom, our system was felt to be more immersive, enjoyable, and easy to use.",https://youtu.be/lLSCJWu4ncU,Expo Hall A,E33,A
PO1293,Poster,Apparent shape manipulation by light-field projection onto a retroreflective surface,jion kanaya: Wakayama University&#59; Toshiyuki Amano: Wakayama University,"In order to optically correctly present metallic luster and structural color, it is necessary to reproduce the changes in brilliance and color that accompany the movement of the viewpoint.<br>Light-field projection onto a retroreflective surface can optically present texture depending on the viewpoint. By applying this, it is thought that the apparent shape can be manipulated depending on the viewpoint. This research proposes an optical illusion that manipulates the apparent shape of the 3D object with lightfield projection based on a perceptual normal map transformation.",https://youtu.be/IULjfYJMfrE,Expo Hall A,E34,A
PO1296,Poster,Enabling Augmented Reality Incorporate with Audio on Indoor Navigation for People with Low Vision,Zihao Chi: Nara Institute of Science and Technology&#59; Zhaofeng Niu: Nara Institute of Science and Technology&#59; Taishi Sawabe: Nara Institute of Science and Technology,"Indoor navigation is difficult for low vision people, even they can benefit from visual cue. However, visual rating has been neglected, which can provide assistant for different visual impairments. In this paper, we propose an Augmented Reality (AR) application that measures the visual rating firstly. According to visual rating, different navigation service, including visual and audio cue, is provided for users. Object detection and depth estimation are utilized for avoiding obstacles. We conducted an exploratory design study to investigate our idea. In experiment, Snellen chart is displayed on Hololens2 and a pilot study has been conducted. The strategy on both visual aid and audio cue will be tested by a user study for the next step",https://youtu.be/-rkDuUTwOFY,Expo Hall A,E13,A
PO1297,Poster,Studying the Effect of Physical Realism on Time Perception in a HAZMAT VR Simulation,Kadir Baturalp Lofca: University of North Carolina at Greensboro&#59; Jason Haskins: Nextgen Interactions&#59; Jason Jerald: Nextgen Interactions&#59; Regis Kopper: University of North Carolina at Greensboro,"Our research focuses on how physical props in virtual reality (VR) can affect users' time perception. We designed an experiment with the goal of comparing users' perception of time when using physical props in VR as compared to standard controllers and only virtual elements. In order to quantify this effect, time estimates for both conditions are compared to time estimates for a matching real-world task. In this experiment, participants assume the role of a firefighter trainee, going through a HAZMAT scenario, where they touch and interact with different physical props that match the virtual elements of the scene.",https://youtu.be/_q_88EgLuBk,Expo Hall C,C32,C
PO1303,Poster,Flick Typing: Toward A New XR Text Input System Based on 3D Gestures and Machine Learning,Tian Yang: University of Southern California&#59; Powen Yao: University of Southern California&#59; Michael Zyda: USC,"We propose a new text entry input method in Extended Reality that we call Flick Typing. Flick Typing utilizes the user's knowledge of a QWERTY keyboard layout, but does not explicitly provide visualization of the keys, and is agnostic to user posture or keyboard position. To type with Flick Typing, users will move their controller to where they think the target key is with respect to the controller's starting position and orientation, often with a simple flick of their wrists. Machine learning model is trained and used to adapt to the user's mental map of the keys in 3D space.",https://youtu.be/3U6LZ25O-xc,Expo Hall A,E12,A
PO1304,Poster,Feasibility of mapping engagement ratios to levels of task complexity within VR environments,Yobbahim J Vite: University of Calgary&#59; Yaoping Hu: University of Calgary,"This paper studied the feasibility of mapping an engagement ratio onto a level of task complexity, when human participants undertook interactive tasks within a virtual reality (VR) environment. Each human participant used a haptic device to push a ball-shaped object through a pipe. There were a total of three pipes, which had three different shapes corresponding to the levels of task complexity mathematically. An electroencephalogram (EEG) device recorded the brain activity of the participant while undertaking the task. The outcomes of the study confirmed the feasibility of mapping the engagement ratio with the levels of task complexity.",https://youtu.be/u5ZrHZnFDrI,Expo Hall A,E11,A
PO1309,Poster,Learning Environments in AR Comparing Tablet and Head-mounted Augmented Reality Devices at Room and Table Scale,Paul Craig: University of Minnesota&#59; Peter Willemsen: University of Minnesota Duluth&#59; Edward Downs: University of Minnesota Duluth&#59; Alex Lover: University of Minnesota Duluth&#59; William Barber: University of Minnesota Duluth,This paper presents work to examine how presentation scale and device form factor may affect learning in augmented reality (AR) environments. We conducted a 2 (form factor) x 2 (scale) experiment in which 131 participants explored an AR learning environment using either tablet AR or a Hololens2 crossed with either full room scale or at table scale. Dependent variables measured participants declarative knowledge about information acquired in the environment as well as their understanding of spatial layout. Initial analysis suggests comparable outcomes across all manipulations with respect to acquiring declarative and spatial knowledge.,https://youtu.be/i1wYTf48WW4,Expo Hall C,C33,C
PO1310,Poster,The Digital Twins of Thor's Hammer Based on Motion Sensing,Zengxu Bian: College of Computer Science and Technology&#59; Yuqi Liu: College of Computer Science and Technology&#59; Jinkang Guo: Qingdao University&#59; Zhihan Lv: Uppsala University,"Ancient humans attribute the phenomenon of thunder and lightning to divine power. The power of Thor that can lift Thor's Hammer, the body not be hurt by thunder and lightning. It's not impossible for us to control thunder and lightning like Thor. The Digital Twins system of the robotic arm designed in this paper integrates the physical device of the robotic arm, the digital model of robotic arm, the body sense interaction, and the virtual-reality mapping module. It can digitally control the robotic arm.With this system, we can all lift Thor's hammer in the future.",https://youtu.be/JpHYGdFWp2w,Expo Hall C,C34,C
PO1312,Poster,Rereading the Narrative Paradox for Virtual Reality Theatre,"Xiaotian Jiang: Goldsmiths, University of London&#59; Xueni Pan: Goldsmiths&#59; Jonathan Freeman: Goldsmiths University","We examined several key issues around audience autonomy in VR theatre. Informed by a literature review and a qualitative user study (grounded theory), we developed a conceptual model that enables a quantifiable evaluation of audience experience in VR theatre. A second user study inspired by the 'narrative paradox', investigates the relationship between spatial exploration and narrative comprehension in two VR performances. Our results show that although navigation distracted the participants from following the full story, they were more engaged, attached and had a better overall experience as a result of their freedom to move and interact.",https://www.youtube.com/watch?v=EjciBNYMV5M,Expo Hall B,E34,B
PO1318,Poster,Investigation of the potential use of Virtual Reality for Agoraphobia Exposure therapy,Sinead Barnett: Walton Institute&#59; Ian Mills: Walton Institute&#59; Frances cleary: Walton Institute,Preliminary research study to evaluate the potential and need for virtual reality in the mental health sector specifically focusing on the treatment of agoraphobia. A survey was sent to numerous participants that have been diagnosed and currently receiving treatment for agoraphobia. Results have concluded there is a demand for virtual reality treatment for agoraphobia and this in turn can lead to future studies into the VR therapy,https://youtu.be/D91eAlPDeB4,Expo Hall B,E33,B
DC1032,DC,Immersive Analytics for Understanding Ecosystem Services Tradeoffs,Benjamin Powley,"Existing immersive systems for analysing geospatial data relating to ecosystem services are not designed for all groups involved with land use decision making. Land management scientists have different requirements compared to non-experts as the tasks they perform are different. Land use decision making needs better tools for assisting the analysis and exploration of land use decisions, and their effect on ecosystem services. In this research, a user centred design process is applied for developing and evaluating an immersive VR visualization tool to assist with better decision making around land use. Interviews with experts found issues with how their current tool presents analysis results, and problems with communicating their results to stakeholders. A literature review found no pre-existing immersive VR systems specifically for analysing tradeoffs among ecosystem services.",,Expo Hall A,D28,A
DC1050,DC, Exploration of Context and Physiological Cues for Personalized Emotion-Adaptive Virtual Reality,Mr Kunal Gupta,"Immersive Virtual Reality (VR) can create compelling context-specific emotional experiences, but very few studies explore the importance of emotion-relevant contextual cues in VR. In this thesis, I investigate how to use combined contextual and physiological cues to improve emotion recognition in VR and enhance shared VR experiences. The main novelty is the creation of the first Personalized Real-time Emotion-Adaptive Context-Aware VR (PerAffectly VR) system which provides significant insight into how to create, measure, and share emotional VR experiences.",,Expo Hall A,D31,A
DC1037,DC,Improving Multi-User Interaction for Mixed Reality Telecollaboration,Faisal Zaman,"Mixed reality approaches offer merging of real and virtual worlds to create new environments and visualizations for real-time interaction. However, existing systems do not utilise user real environment, lack detail in dynamic environments, and often lack multi-user capabilities. This research focuses on exploring this multi-user aspect of immersive collaboration, where an arbitrary number of co-located and remotely located users can immerse into a single or merged collaborative mixed reality space. The aim is to enable users to experience VR/AR together, irrespective of the type of HMD, and facilitate users with their collaborative tasks. The main goal is to develop an immersive collaboration platform in which users can utilize the space around them and at the same time can collaborate and switch between different perspectives of other co-located and remote users.",,Expo Hall A,D27,A
DC1038,DC, A Mobile Intervention to Promote Social Skills in Children with Autism Spectrum Disorder Using AR Face Masks,Ms. Hiroshika Nadeeshani Premarathne,"Autism Spectrum Disorder is a lifelong neuro-developmental disorder characterized by several behaviors including the deficits in emotion recognition and face-directed eye gaze. Although, behavioral therapists are there to help children with ASD to improve the skills, due to both high demand for services and lack of resources, there is a need for providing alternative interventions to therapy sessions. My PhD aims to develop an Augmented Reality (AR) based mobile application to provide an alternative method and assist children with ASD in identifying emotions and communicating with their close family members using face-directed eye gaze.",,Expo Hall A,D32,A
DC1048,DC,Using Multimodal Input in Augmented Virtual Teleportation,Prasanth Sasikumar,"Augmented (AR) and Virtual Reality (VR) can create compelling emotional collaborative experiences, but very few studies have explored the importance of sharing a user's live environment and their physiological cues. In this Ph.D. thesis, I am investigating how to use scene reconstruction and emotion recognition to enhance shared collaborative AR/VR experiences. I have developed a framework that can be broadly classified into two sections: 1) Live scene capturing for real-time environment reconstruction, 2) Sharing multimodal input such as gaze, gesture, and physiological cues. The main novelty of the research is that it is one of the first systems for real-time sharing of environment and emotion cues. It provides significant insight into how to create, measure, and share remote collaborative experiences. The research will be helpful in multiple application domains such as remote assistance, tourism, training, and entertainment. It will also enable the creation of interfaces that automatically adapt to the user's emotional needs and environment and provide a better collaborative experience.",,Expo Hall A,D26,A
DC1049,DC,"A Tangible Augmented Reality Programming Learning Environment (TARPLE) for Active, Guided Learning",Dmitry Resnyansky,"This PhD project aims to bring together technological and educational perspectives by understanding how objectives of programming learning and principles of active learning and embodied learning can be supported and enhanced with AR and TUI technologies. This work presents an approach to the design and evaluation of a TARPLE prototype with enhanced functionality to encourage active guided learning of a text-based OOP language. The system supports natural interaction with learning material, and embodiment and contextualisation of information in 3D space. One of the goals of this thesis has been to understand how empirical studies can inform the design of a TARPLE that supports learning of text-based programming languages and development of a basic debugging skillset.",,Expo Hall A,D33,A
DC1031,DC,Designing and Optimizing Daily-wear Photophobic Smart Sunglasses,Xiaodan Hu,"Photophobia, also known as light sensitivity, is a condition in which there is a fear of light. Traditional sunglasses and tinted glasses typically worn by individuals with photophobia only provide linear dimming, leading to difficulty to see the contents in the dark region of a high-contrast environment (e.g., indoors at night). This paper presents a smart dimming sunglass that uses a spatial light modular (SLM) to flexibly dim the user's field of view based on scene detection from an HDR camera. To address the problem when the user views a distant object, the occlusion mask displayed on the SLM becomes blurred due to out-of-focus, thus providing an insufficient modulation. An optimization model is designed to dilate the occlusion mask appropriately. The optimized dimming effect is verified by the camera and preliminary test by real users to be able to filter the desired amount of incoming light through a blurred mask.",,Expo Hall A,D25,A
DC1040,DC,The impact of the Informational load of Presence Illusions on Users Attention and Memory,Daniel A. Mu&ntilde;oz Daniel A. Mu&ntilde;oz,"Presence has become an expected outcome for most VR experiences due to its positive relationship with engagement, task performance, behavior change, and other experiences. However, current literature reports contradictory results regarding presence, cognitive load, working memory, and attention. This study explores the cognitive load of presence under the framework of illusions to understand how these illusions impact users' attention and memory. Quantify and hierarchize the information built by presence (Place and Plausibility of illusion), attempt to contribute knowledge to further design, and effectively manage attention and distraction on Virtual reality experiences. This document discussed our theoretical direction and a proposed psychophysiological study.",,Expo Hall A,D34,A
DC1023,DC,Gamified VR for Socially Isolated Adolescents with Significant Illness,Ms Udapola Balage Hansi Shashiprabha Udapola,"Adolescents with significant illness face various psychosocial and mental wellbeing challenges during hospitalisation. Social isolation from family and peers is identified as a significant concern for this group. Several digital interventions have been proposed to connect these young people with others, such as video conferencing, social media, social robots, and online games. Research so far has found those to be beneficial for adolescents' wellbeing. Social VR is a novel social interaction mechanism that allows users to interact socially within an immersive 3D virtual environment with embodiment experience. Playing in the social VR space is generally identified as a motivational factor for adolescents to engage in social interactions. Therefore, integrating game technologies into social VR space would encourage and motivate socially isolated adolescents to engage socially intrinsically. The main goal of this research project is to enhance the social engagement of socially isolated adolescents by fostering positive interactions with their peers within a safe gamified virtual environment. In order to achieve that, this research will design and develop an intervention using game and VR technologies. Then, the designed intervention will be evaluated with the target user group to investigate the impact of implemented game mechanics on social engagement and connectedness.",,Expo Hall B,D25,B
DC1030,DC,XR for Improving Cardiac Catheter Ablation Procedure,Mr. Nisal Manisha Udawatta Kankanamge Don,"Cardiac arrhythmia refers to abnormalities of heart rhythm, and cardiac catheter ablation procedure provides the best therapeutic outcomes to cure this life-threatening pathology. An electrophysiologist clinically performs the procedure that involves navigating 'catheters' into the chambers of the heart through peripheral blood vessels, studying the cardiac electrophysiology and performing ablations. An electrophysiologist must possess a comprehensive understanding of cardiac electrophysiology and precise instrument handling due to the sensitiveness of the procedure. In the conventional approach, electroanatomical mapping systems and fluoroscopic visualizations are utilized to assist the procedure&#59; however, their limitations reduce the procedure's effectiveness. Two main scenarios have been identified to improve the effectiveness of the procedure: intraoperative guidance and procedure training. This study aims to examine how extended reality technologies (eg. AR/VR) can be used to improve the effectiveness of the cardiac catheter ablation procedure.",,Expo Hall B,D34,B
DC1027,DC,Mixed Reality Interaction for Mobile Knowledge Work,Verena Biener,"Knowledge workers typically work on some kind of computer and other than an internet connection, they rarely need access to specific work environments or devices. This makes it feasible for them to also work in different environments or in mobile settings, like public transportation. In such spaces comfort and productivity could be decreased due to hardware limitations like small screen sizes or input devices and environmental clutter. Mixed reality (MR) has the potential to solve such issues. It can provide the user with additional display space that can even include the third dimension. It can open up new possibilities for interacting with virtual content using gestures or spatially tracked devices. And it can allow the users to modify the work environment according to their personal preferences. This doctoral thesis aims at exploring the challenges of using MR for mobile knowledge work and how to effectively support knowledge worker tasks through appropriate interaction techniques.",,Expo Hall B,D26,B
DC1024,DC,Dynamic facial expressions on virtual humans to facilitate virtual reality (VR) mental health therapy,Miss Shu Wei,"This ongoing project aims to utilize dynamic facial expressions on virtual humans to enhance the effectiveness and efficiency of virtual reality (VR) mental health therapy. A systematic review of virtual humans in mental health VR indicated that only around 10&#37; applications used dynamic facial expressions. The potentials of virtual characters' emotion richness is understudied and it is unclear how the facial expressions affect the individuals differently in the virtual environment. Therefore, we will focus on understanding people's behavioural, physiological, and psychological reactions toward facial-animated characters in VR experimental studies. The first study examines whether particular non-verbal behaviours can enhance people's therapy engagement, by applying warmness facial expressions and head nod on a virtual coach. Future experiments will further look at mixed facial expressions, and assess people's visual attention (through eye-tracking) and interpretation of the emotional faces. This research will explore how best to use facial expressions to facilitate VR therapy through the practice of psychiatric research, VR programming and 3D animation.",,Expo Hall B,D31,B
